X 		 Y
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 549.0	271.0	0
 -68.0	58.0	-10
 -4.0	85.0	-10
 -152.0	-133.0	0
 69.0	36.0	10
 -63.0	-81.0	-5
 93.0	-9.0	0
 -165.0	-15.0	-10
 -27.0	2.0	-20
 -38.0	-5.0	-35
 -27.0	-1.0	-45
 -16.0	0.0	-55
 -6.0	-2.0	-65
 144.0	298.0	0
 -1.0	19.0	0
 -8.0	15.0	-10
 -117.0	-401.0	0
 1.0	0.0	0
 -17.0	2.0	-10
 -9.0	-3.0	-20
 -6.0	-3.0	-30
 -6.0	-3.0	-40
 -5.0	-2.0	-50
 -4.0	-2.0	-50
 -6.0	-4.0	-60
 -5.0	5.0	-70
 114.0	245.0	-65
 74.0	149.0	-60
 -5.0	8.0	-70
 6.0	2.0	-60
 -77.0	-313.0	0
 -64.0	-65.0	-15
 -28.0	-28.0	-30
 -3.0	-4.0	-30
 120.0	169.0	-25
 49.0	131.0	-20
 -19.0	92.0	-30
 -35.0	-183.0	0
 -56.0	-144.0	0
 -62.0	-86.0	-15
 -49.0	-78.0	-30
 -57.0	-21.0	-45
 -54.0	-118.0	-60
 -15.0	-18.0	-75
 -54.0	366.0	0
 -29.0	119.0	-10
 18.0	-58.0	-5
 6.0	8.0	5
 189.0	171.0	5
 396.0	222.0	-5
 -39.0	-160.0	0
 -36.0	-643.0	0
 118.0	-52.0	5
 26.0	-40.0	10
 44.0	174.0	15
 393.0	447.0	0
 -67.0	137.0	-15
 6.0	-3.0	-5
 175.0	72.0	0
 15.0	6.0	10
 -3.0	0.0	10
 -2.0	2.0	10
 1.0	0.0	10
 0.0	0.0	10
